date_time,admin1,admin2,admin3,school,sex,age,grade,age_group,haldo_sel,haldo_literacy,_uuid,location,protection_status,disability,round,aser_literacy,aser_numeracy
2023-06-07,9,902.0,90201.0,school01,0,8,2.0,6-10,0.7375,0.5136363636363637,8356704200121194677,,,,,,
2023-06-11,8,800.0,80005.0,school02,0,9,1.0,6-10,0.3571428571428571,0.3840909090909091,8430633605451717802,,,,,,
2023-06-11,8,800.0,80005.0,school03,0,9,1.0,6-10,0.3571428571428571,0.3840909090909091,10614571178536996913,,,,,,
2023-06-08,9,902.0,90201.0,school04,0,9,2.0,6-10,0.3571428571428571,0.4772727272727273,15353506609846635278,,,,,,
2023-06-08,9,902.0,90203.0,school05,0,9,0.0,6-10,0.4545454545454545,0.3568181818181818,472720214951698672,,,,,,
2023-06-11,9,902.0,90203.0,school06,0,10,0.0,6-10,1.0,0.5,13406771150468675484,,,,,,
2023-06-11,9,902.0,90203.0,school07,0,10,0.0,6-10,1.0,0.5,16672413930134015212,,,,,,
2023-06-12,11,1103.0,110300.0,school08,0,10,3.0,6-10,0.5666666666666667,0.5,7720006284309664727,,,,,,
2023-06-12,9,902.0,90201.0,school09,0,10,3.0,6-10,0.8375,0.4613636363636363,1212433247039476425,,,,,,
2023-06-07,9,902.0,90203.0,school01,0,11,1.0,11-14,1.0,0.4318181818181817,1546572109505585873,,,,,,
2023-06-11,9,902.0,90201.0,school02,0,11,2.0,11-14,0.6041666666666666,0.3818181818181818,733228042883162291,,,,,,
2023-06-11,9,902.0,90201.0,school03,0,11,1.0,11-14,0.9375,0.5227272727272727,11992777457274457248,,,,,,
2023-06-07,9,902.0,90203.0,school04,0,11,1.0,11-14,1.0,0.5,5234035114181403566,,,,,,
2023-06-12,11,1103.0,110300.0,school05,0,12,4.0,11-14,0.8,0.509090909090909,9423095578276538577,,,,,,
2023-06-12,11,1103.0,110300.0,school06,0,12,4.0,11-14,0.611111111111111,0.509090909090909,2313094178140380392,,,,,,
2023-06-12,11,1103.0,110300.0,school07,0,12,3.0,11-14,0.6666666666666666,0.5,12544303614949229384,,,,,,
2023-06-12,11,1103.0,110300.0,school08,0,12,3.0,11-14,0.6666666666666666,0.5,16005439716747430083,,,,,,
2023-06-13,11,1103.0,110300.0,school09,1,7,1.0,6-10,0.5666666666666667,0.5272727272727273,10036734179611895528,,,,,,
2023-06-08,9,902.0,90201.0,school01,1,10,2.0,6-10,0.3333333333333333,0.3363636363636363,7949883313812067747,,,,,,
2023-06-08,9,902.0,90201.0,school02,1,10,3.0,6-10,0.6041666666666666,0.4681818181818181,12373007160697359400,,,,,,
2023-06-11,9,902.0,90203.0,school03,1,10,0.0,6-10,0.9545454545454546,0.509090909090909,15506657090010175656,,,,,,
2023-06-11,9,902.0,90203.0,school04,1,10,0.0,6-10,1.0,0.4318181818181817,643012545358630762,,,,,,
2023-06-07,9,902.0,90203.0,school05,1,11,1.0,11-14,0.9375,0.509090909090909,3207319095026296220,,,,,,
2023-06-11,9,902.0,90201.0,school06,1,11,1.0,11-14,0.8375,0.509090909090909,13269720003381217990,,,,,,
2023-06-07,9,902.0,90203.0,school07,1,11,1.0,11-14,1.0,0.5,4874773303323555868,,,,,,
2023-06-11,9,902.0,90201.0,school08,1,11,3.0,11-14,0.6875,0.4795454545454545,9081035646752262073,,,,,,
2023-06-13,11,1103.0,110300.0,school09,1,11,3.0,11-14,0.6041666666666666,0.5136363636363637,14138100145690410535,,,,,,
2023-06-07,9,902.0,90203.0,school01,1,11,1.0,11-14,1.0,0.4727272727272727,197757267400802377,,,,,,
2023-06-08,9,902.0,90203.0,school02,0,8,0.0,6-10,0.8,0.4,3703127720868795864,,,,,,
2023-06-08,9,902.0,90203.0,school03,0,9,0.0,6-10,0.4285714285714285,0.15,13416223214276090441,,,,,,
2023-06-07,9,902.0,90201.0,school04,0,7,2.0,6-10,0.6041666666666666,0.4068181818181818,15240966142122950281,,,,,,
2023-06-11,9,902.0,90201.0,school05,0,12,1.0,11-14,0.6041666666666666,0.5136363636363637,662344673361683970,,,,,,
2023-06-08,9,902.0,90201.0,school06,0,10,2.0,6-10,0.6041666666666666,0.5227272727272727,3523018825180536845,,,,,,
2023-06-11,9,902.0,90201.0,school07,0,12,4.0,11-14,0.9375,0.509090909090909,8970887265330515921,,,,,,
2023-06-12,11,1103.0,110300.0,school08,0,10,2.0,6-10,0.8375,0.4681818181818182,16791330755858225540,,,,,,
2023-06-11,9,902.0,90201.0,school09,0,10,2.0,6-10,0.6041666666666666,0.4227272727272727,3920522993729965353,,,,,,
2023-06-11,9,902.0,90203.0,school01,0,10,0.0,6-10,1.0,0.4931818181818181,1608216051445461078,,,,,,
2023-06-07,9,902.0,90201.0,school02,0,8,2.0,6-10,0.5952380952380952,0.5136363636363637,15264624141095706318,,,,,,
2023-06-07,9,902.0,90203.0,school03,1,12,2.0,11-14,1.0,0.5,4430148502572393575,,,,,,
2023-06-07,9,902.0,90203.0,school04,1,12,2.0,11-14,1.0,0.4227272727272727,3193730838556245183,,,,,,
2023-06-07,9,902.0,90201.0,school05,0,7,2.0,6-10,0.5952380952380952,0.3931818181818182,3331358633720174013,,,,,,
2023-06-07,9,902.0,90203.0,school06,0,12,2.0,11-14,1.0,0.4318181818181818,16122884318567216461,,,,,,
2023-06-12,11,1103.0,110300.0,school07,1,12,4.0,11-14,0.8444444444444444,0.5181818181818182,12933019885237237557,,,,,,
2023-06-12,11,1103.0,110300.0,school08,1,12,3.0,11-14,0.6041666666666666,0.5181818181818182,12007142631509084281,,,,,,
2023-06-07,9,902.0,90203.0,school09,0,11,1.0,11-14,1.0,0.4477272727272727,6941590408507720814,,,,,,
2023-06-13,11,1103.0,110300.0,school01,0,11,2.0,11-14,0.7708333333333333,0.5045454545454545,16099760451146307408,,,,,,
2023-06-11,9,902.0,90201.0,school02,0,11,2.0,11-14,0.9375,0.5181818181818182,10532174418960122393,,,,,,
2023-06-11,9,902.0,90201.0,school03,0,12,4.0,11-14,0.8166666666666667,0.4931818181818181,14682328279052825107,,,,,,
2023-06-12,11,1103.0,110300.0,school04,1,12,3.0,11-14,0.7375,0.5045454545454545,9239305154542709362,,,,,,
2023-06-11,9,902.0,90203.0,school05,0,10,0.0,6-10,0.5,0.3818181818181818,2284318866299113424,,,,,,
2023-06-07,9,902.0,90203.0,school06,0,12,2.0,11-14,1.0,0.45,4158502607152255299,,,,,,
2023-06-07,9,902.0,90203.0,school07,1,12,2.0,11-14,0.7444444444444445,0.4272727272727272,4872198465800855957,,,,,,
2023-06-07,9,902.0,90203.0,school08,0,12,2.0,11-14,1.0,0.5,16117962220217233644,,,,,,
2023-06-08,9,902.0,90201.0,school09,0,9,2.0,6-10,0.4375,0.3818181818181818,3593440019862783656,,,,,,
2023-06-13,11,1103.0,110300.0,school01,0,11,2.0,11-14,0.6041666666666666,0.5227272727272727,919217471347781519,,,,,,
2023-06-12,11,1103.0,110300.0,school02,0,10,3.0,6-10,0.9,0.5272727272727273,12192341918598604553,,,,,,
2023-06-08,9,902.0,90201.0,school03,0,9,2.0,6-10,0.4285714285714285,0.5136363636363637,8757141586049845364,,,,,,
2023-06-13,11,1103.0,110300.0,school04,0,11,3.0,11-14,0.6666666666666666,0.5,6532633516250016020,,,,,,
2023-06-12,11,1103.0,110300.0,school05,0,7,2.0,6-10,0.6904761904761905,0.4681818181818182,9226833215884868616,,,,,,
2023-06-07,9,902.0,90201.0,school06,1,8,1.0,6-10,0.7375,0.5136363636363637,11775748252755115310,,,,,,
2023-06-07,9,902.0,90201.0,school07,1,7,2.0,6-10,0.375,0.4,10550331271810865595,,,,,,
2023-06-13,11,1103.0,110300.0,school08,1,7,1.0,6-10,0.3888888888888889,0.5,14229920584187911463,,,,,,
2023-06-13,11,1103.0,110300.0,school09,1,7,1.0,6-10,0.8444444444444444,0.5318181818181817,7755746165397935723,,,,,,
2023-06-07,9,902.0,90201.0,school01,1,8,2.0,6-10,0.6041666666666666,0.5318181818181817,8380902090184448423,,,,,,
2023-06-07,9,902.0,90201.0,school02,1,8,1.0,6-10,0.7375,0.5409090909090909,18110139251057344007,,,,,,
2023-06-08,9,902.0,90203.0,school03,1,9,0.0,6-10,1.0,0.4772727272727273,12870907345739852124,,,,,,
2023-06-08,9,902.0,90201.0,school04,1,9,2.0,6-10,0.6875,0.509090909090909,6907121918527779265,,,,,,
2023-06-08,9,902.0,90203.0,school05,1,9,0.0,6-10,1.0,0.5,17762958891763199153,,,,,,
2023-06-08,9,902.0,90201.0,school06,1,10,3.0,6-10,0.7375,0.5181818181818182,9659475430762780914,,,,,,
2023-06-11,9,902.0,90203.0,school07,1,10,0.0,6-10,1.0,0.5,7548942919956982057,,,,,,
2023-06-13,11,1103.0,110300.0,school08,1,11,3.0,11-14,0.6666666666666666,0.5,117758328530548854,,,,,,
2023-06-08,9,902.0,90203.0,school09,0,8,0.0,6-10,0.8,0.4068181818181818,15317708686551916501,,,,,,
2023-06-08,9,902.0,90203.0,school01,0,9,0.0,6-10,0.8,0.4227272727272727,1644764588106266544,,,,,,
2023-06-11,8,800.0,80005.0,school02,0,7,0.0,6-10,0.6041666666666666,0.175,18305427478752811666,,,,,,
2023-06-12,8,800.0,80005.0,school03,1,7,0.0,6-10,0.6041666666666666,0.175,15940865823087060125,,,,,,
2023-06-07,9,902.0,90203.0,school04,0,11,1.0,11-14,1.0,0.4318181818181817,18294868417710527372,,,,,,
2023-06-11,9,902.0,90201.0,school05,0,11,2.0,11-14,0.6041666666666666,0.3818181818181818,2113810369481490224,,,,,,
2023-06-08,8,800.0,80005.0,school06,1,12,2.0,11-14,0.7444444444444445,0.3613636363636363,6934152240781033949,,,,,,
2023-05-31,8,800.0,80005.0,school07,1,7,0.0,6-10,0.675,0.3477272727272728,3119723940596362758,,,,,,
2023-05-08,7,700.0,70005.0,school08,0,12,2.0,11-14,1.0,0.5136363636363637,9673325426600157544,,,,,,
2023-05-08,7,700.0,70005.0,school09,0,12,2.0,11-14,1.0,0.5136363636363637,11441248348128280197,,,,,,
2023-06-04,11,1103.0,110300.0,school01,0,10,2.0,6-10,0.5,0.5318181818181817,4774789419431435417,,,,,,
2023-06-04,11,1103.0,110300.0,school02,0,10,2.0,6-10,0.5,0.5318181818181817,1806899242286706560,,,,,,
2023-05-21,11,1101.0,110100.0,school03,1,7,0.0,6-10,1.0,0.3568181818181818,3537829552510718872,,,,,,
2023-06-12,8,800.0,80005.0,school04,0,9,1.0,6-10,0.8375,0.4045454545454545,13462995773021901008,,,,,,
2023-06-12,8,800.0,80005.0,school05,1,8,1.0,6-10,0.8375,0.15,17190701221443418387,,,,,,
2023-06-13,8,800.0,80005.0,school06,0,8,1.0,6-10,0.8444444444444444,0.5,2929172171487743208,,,,,,
2023-06-12,8,800.0,80005.0,school07,1,9,1.0,6-10,0.7125,0.5,10347643551882022952,,,,,,
2023-06-12,8,800.0,80005.0,school08,1,9,0.0,6-10,0.9,0.45,477211651759237935,,,,,,
2023-06-12,8,800.0,80005.0,school09,0,8,1.0,6-10,0.6285714285714286,0.45,5461897921455909062,,,,,,
2023-06-13,8,800.0,80005.0,school01,0,7,1.0,6-10,0.5333333333333333,0.3931818181818182,2261695933770681181,,,,,,
2023-06-12,8,800.0,80005.0,school02,1,9,1.0,6-10,0.875,0.5,15431192037346956489,,,,,,
2023-06-12,8,800.0,80005.0,school03,0,9,1.0,6-10,0.8375,0.5,13374315186715065758,,,,,,
2023-06-12,8,800.0,80005.0,school04,0,8,0.0,6-10,0.7571428571428571,0.45,11131539629875734754,,,,,,
2023-06-04,2,200.0,20001.0,school05,1,7,0.0,6-10,0.788888888888889,0.175,400878406118957730,,,,,,
2023-06-04,2,200.0,20001.0,school06,1,7,1.0,6-10,0.875,0.5318181818181817,5486455973021872256,,,,,,
2023-06-04,2,200.0,20001.0,school07,1,7,1.0,6-10,0.875,0.5318181818181817,13099967492879948756,,,,,,
2023-06-04,2,200.0,20001.0,school08,1,7,1.0,6-10,0.775,0.4318181818181818,13278937995488903012,,,,,,
2023-06-08,8,800.0,80005.0,school09,1,7,0.0,6-10,0.7444444444444445,0.1,13622172152409729951,,,,,,
2023-06-08,8,800.0,80005.0,school01,1,7,0.0,6-10,0.788888888888889,0.175,851047200665933566,,,,,,
2023-06-08,8,800.0,80005.0,school02,1,7,0.0,6-10,0.8375,0.175,16270242050170886117,,,,,,
2023-06-04,2,200.0,20001.0,school03,1,8,1.0,6-10,0.9375,0.175,1075101593098262453,,,,,,
2023-06-04,2,200.0,20001.0,school04,1,8,1.0,6-10,0.8444444444444444,0.4318181818181818,13705539886094316976,,,,,,
2023-06-04,2,200.0,20001.0,school05,1,8,1.0,6-10,0.75,0.5227272727272727,8942499658244058876,,,,,,
2023-06-07,8,800.0,80005.0,school06,1,8,0.0,6-10,0.8444444444444444,0.05,4856735104538807653,,,,,,
2023-06-07,8,800.0,80005.0,school07,1,8,0.0,6-10,1.0,0.125,4250664440990178592,,,,,,
2023-06-08,8,800.0,80005.0,school08,1,8,0.0,6-10,0.8375,0.4136363636363637,12283419901173397766,,,,,,
2023-06-05,2,200.0,20001.0,school09,1,9,2.0,6-10,0.875,0.4818181818181818,6638937096407736991,,,,,,
2023-06-05,2,200.0,20001.0,school01,1,9,2.0,6-10,0.875,0.4545454545454545,8744910439332835773,,,,,,
2023-06-05,2,200.0,20001.0,school02,1,9,2.0,6-10,0.875,0.4318181818181817,12426373032375432877,,,,,,
2023-06-11,8,800.0,80005.0,school03,1,9,1.0,6-10,0.7375,0.5,798222278043015723,,,,,,
2023-06-08,8,800.0,80005.0,school04,1,9,1.0,6-10,0.8375,0.5,3527365287107496065,,,,,,
2023-06-05,2,200.0,20001.0,school05,1,10,3.0,6-10,0.9444444444444444,0.5136363636363637,5111268715979366353,,,,,,
2023-06-05,2,200.0,20001.0,school06,1,10,3.0,6-10,0.9375,0.4454545454545454,10578657998088901982,,,,,,
2023-06-05,2,200.0,20001.0,school07,1,10,4.0,6-10,0.9444444444444444,0.5136363636363637,3163626030983992893,,,,,,
2023-06-11,8,800.0,80005.0,school08,1,11,3.0,11-14,0.8375,0.5,13176766951964146011,,,,,,
2023-06-11,8,800.0,80005.0,school09,1,11,2.0,11-14,0.8375,0.5,10090676718555983904,,,,,,
2023-06-06,2,200.0,20001.0,school01,1,11,4.0,11-14,0.8888888888888888,0.5181818181818182,8562217917613648472,,,,,,
2023-06-06,2,200.0,20001.0,school02,1,11,4.0,11-14,0.8285714285714285,0.5454545454545454,7795882413304230361,,,,,,
2023-06-06,2,200.0,20001.0,school03,1,11,4.0,11-14,0.8285714285714285,0.5454545454545454,18137163230884157730,,,,,,
2023-06-11,8,800.0,80005.0,school04,1,11,2.0,11-14,0.9,0.509090909090909,11012936020468912395,,,,,,
2023-06-06,2,200.0,20001.0,school05,1,12,4.0,11-14,0.875,0.409090909090909,15691505199729956535,,,,,,
2023-06-06,2,200.0,20001.0,school06,1,12,4.0,11-14,0.9444444444444444,0.5227272727272727,10447061045878814766,,,,,,
2023-06-08,8,800.0,80005.0,school07,1,12,3.0,11-14,0.8444444444444444,0.45,4683160514208520562,,,,,,
2023-06-08,8,800.0,80005.0,school08,1,12,2.0,11-14,0.7444444444444445,0.3613636363636363,13508655862629448456,,,,,,
2023-06-08,8,800.0,80005.0,school09,1,12,2.0,11-14,0.7444444444444445,0.3613636363636363,15863353449019343188,,,,,,
2023-06-07,8,800.0,80005.0,school01,1,12,2.0,11-14,0.8375,0.5,15888453154023987552,,,,,,
2023-06-04,2,200.0,20001.0,school02,0,7,1.0,6-10,0.9444444444444444,0.4318181818181818,432330880611153797,,,,,,
2023-06-04,2,200.0,20001.0,school03,0,7,1.0,6-10,0.9375,0.4318181818181818,3966450617734965130,,,,,,
2023-06-04,2,200.0,20001.0,school04,0,7,1.0,6-10,0.6375,0.425,10304718956533792193,,,,,,
2023-06-08,8,800.0,80005.0,school05,0,7,0.0,6-10,0.6571428571428571,0.15,7585825656173091125,,,,,,
2023-06-11,8,800.0,80005.0,school06,0,7,0.0,6-10,0.6041666666666666,0.175,3810925100822954358,,,,,,
2023-06-07,8,800.0,80005.0,school07,0,7,0.0,6-10,0.675,0.175,12391479558742510537,,,,,,
2023-06-04,2,200.0,20001.0,school08,0,8,1.0,6-10,0.7375,0.4409090909090909,1599206566570190583,,,,,,
2023-06-04,2,200.0,20001.0,school09,0,8,1.0,6-10,0.875,0.4727272727272727,8034434519598361967,,,,,,
2023-06-08,8,800.0,80005.0,school01,0,8,0.0,6-10,0.6375,0.3818181818181818,6573688756000460428,,,,,,
2023-06-07,8,800.0,80005.0,school02,0,8,0.0,6-10,0.775,0.1,15907805086213526238,,,,,,
2023-06-07,8,800.0,80005.0,school03,0,8,0.0,6-10,0.8375,0.4431818181818182,1814098514821438338,,,,,,
2023-06-04,2,200.0,20001.0,school04,0,9,2.0,6-10,0.8375,0.3909090909090909,9561352224670879094,,,,,,
2023-06-05,2,200.0,20001.0,school05,0,9,2.0,6-10,0.8444444444444444,0.4068181818181818,5989937794928849894,,,,,,
2023-06-05,2,200.0,20001.0,school06,0,9,2.0,6-10,0.8444444444444444,0.4068181818181818,17829036245483641379,,,,,,
2023-06-05,2,200.0,20001.0,school07,0,9,2.0,6-10,0.7444444444444445,0.4045454545454545,4699704305211273503,,,,,,
2023-06-08,8,800.0,80005.0,school08,0,10,1.0,6-10,0.8375,0.5,14608061196990646320,,,,,,
2023-06-11,8,800.0,80005.0,school09,0,10,1.0,6-10,1.0,0.45,62093136694919256,,,,,,
2023-06-05,2,200.0,20001.0,school01,0,10,3.0,6-10,0.9444444444444444,0.509090909090909,17130802710805696621,,,,,,
2023-06-05,2,200.0,20001.0,school02,0,10,3.0,6-10,0.875,0.5045454545454545,11921136453285691876,,,,,,
2023-06-05,2,200.0,20001.0,school03,0,10,3.0,6-10,0.8375,0.4227272727272727,15726797201185307533,,,,,,
2023-06-08,8,800.0,80005.0,school04,0,11,1.0,11-14,0.8444444444444444,0.5,9104711251719313662,,,,,,
2023-06-11,8,800.0,80005.0,school05,0,11,2.0,11-14,0.8545454545454545,0.5,9058153788755457758,,,,,,
2023-06-05,2,200.0,20001.0,school06,0,11,4.0,11-14,0.6444444444444444,0.5,12070767547528402899,,,,,,
2023-06-06,2,200.0,20001.0,school07,0,11,4.0,11-14,0.8375,0.5,3747510927688597645,,,,,,
2023-06-06,2,200.0,20001.0,school08,0,11,4.0,11-14,0.8375,0.5,5257277462585370634,,,,,,
2023-06-06,2,200.0,20001.0,school09,0,12,4.0,11-14,0.9375,0.4727272727272727,12924803489812238377,,,,,,
2023-06-06,2,200.0,20001.0,school01,0,12,4.0,11-14,0.8375,0.4181818181818182,3299607762996811271,,,,,,
2023-06-08,8,800.0,80005.0,school02,0,12,0.0,11-14,0.8,0.4068181818181818,9313626278960240070,,,,,,
2023-06-07,8,800.0,80005.0,school03,0,12,2.0,11-14,0.9375,0.5,295302125706905751,,,,,,
2023-06-07,8,800.0,80005.0,school04,0,12,2.0,11-14,0.9375,0.5,10130344047966921397,,,,,,
2023-06-07,7,703.0,70301.0,school05,1,7,0.0,6-10,1.0,0.4318181818181818,8051457581454140657,,,,,,
2023-06-07,7,703.0,70301.0,school06,1,7,0.0,6-10,1.0,0.4068181818181818,1826620817051984143,,,,,,
2023-06-07,7,703.0,70301.0,school07,1,7,0.0,6-10,0.9444444444444444,0.3818181818181818,7033120445638533947,,,,,,
2023-05-31,8,800.0,80005.0,school08,1,7,0.0,6-10,0.675,0.3477272727272728,7754382815371382070,,,,,,
2023-05-31,8,800.0,80005.0,school09,1,7,0.0,6-10,0.675,0.3477272727272728,11286379583125017532,,,,,,
2023-06-01,8,800.0,80005.0,school01,1,7,0.0,6-10,0.775,0.4318181818181818,10079545818009292516,,,,,,
2023-06-01,8,800.0,80005.0,school02,1,7,0.0,6-10,0.7375,0.175,5127586634167562894,,,,,,
2023-06-07,7,703.0,70301.0,school03,1,8,1.0,6-10,1.0,0.5181818181818182,11309721521317965550,,,,,,
2023-06-11,7,703.0,70301.0,school04,1,8,1.0,6-10,1.0,0.4136363636363636,610666151733888913,,,,,,
2023-06-07,7,703.0,70301.0,school05,1,8,1.0,6-10,1.0,0.3818181818181818,2137351373421616983,,,,,,
2023-05-31,8,800.0,80005.0,school06,1,8,0.0,6-10,0.8375,0.475,16882005600399990096,,,,,,
2023-05-31,8,800.0,80005.0,school07,1,8,0.0,6-10,0.8166666666666667,0.3795454545454545,11586891617171246063,,,,,,
2023-05-31,8,800.0,80005.0,school08,1,8,0.0,6-10,0.7444444444444445,0.4318181818181818,7151969323105767564,,,,,,
2023-06-07,7,703.0,70301.0,school09,1,9,2.0,6-10,1.0,0.5,12924047997831214178,,,,,,
2023-06-10,7,703.0,70301.0,school01,1,9,2.0,6-10,1.0,0.5,12094084817120004603,,,,,,
2023-06-10,7,703.0,70301.0,school02,1,9,2.0,6-10,1.0,0.509090909090909,4223411668528294669,,,,,,
2023-05-31,8,800.0,80005.0,school03,1,9,1.0,6-10,0.8285714285714285,0.4295454545454545,1737338059785622619,,,,,,
2023-05-31,8,800.0,80005.0,school04,1,9,2.0,6-10,0.8375,0.4,5666948205445878848,,,,,,
2023-06-01,8,800.0,80005.0,school05,1,9,0.0,6-10,0.8375,0.4068181818181818,1766300592363152464,,,,,,
2023-06-07,7,703.0,70301.0,school06,1,10,2.0,6-10,1.0,0.5,160333168723962885,,,,,,
2023-06-10,7,703.0,70301.0,school07,1,10,2.0,6-10,1.0,0.5045454545454545,4717494811546160253,,,,,,
2023-06-10,7,703.0,70301.0,school08,1,10,2.0,6-10,1.0,0.5,12857818633812493209,,,,,,
2023-05-31,8,800.0,80005.0,school09,1,10,0.0,6-10,0.8375,0.375,17344851590176511284,,,,,,
2023-06-04,8,800.0,80005.0,school01,1,10,1.0,6-10,0.8375,0.4545454545454545,13898795670377653829,,,,,,
2023-06-04,8,800.0,80005.0,school02,1,10,1.0,6-10,0.8444444444444444,0.475,5074205117818188429,,,,,,
2023-06-04,8,800.0,80005.0,school03,1,11,2.0,11-14,0.7285714285714285,0.4795454545454545,2635974030237064218,,,,,,
2023-06-01,8,800.0,80005.0,school04,1,11,3.0,11-14,0.9444444444444444,0.5,18294753086902451641,,,,,,
2023-06-04,8,800.0,80005.0,school05,1,11,2.0,11-14,0.8375,0.5,10904055662030163519,,,,,,
2023-06-11,7,703.0,70301.0,school06,0,11,5.0,11-14,1.0,0.5,3721516258534116096,,,,,,
2023-06-11,7,703.0,70301.0,school07,1,11,5.0,11-14,1.0,0.5,2042574033446938765,,,,,,
2023-06-04,8,800.0,80005.0,school08,1,12,2.0,11-14,0.7285714285714285,0.5,17863555975805886082,,,,,,
2023-06-04,8,800.0,80005.0,school09,1,12,3.0,11-14,0.8375,0.5,8296150546908765681,,,,,,
2023-06-01,8,800.0,80005.0,school01,1,12,3.0,11-14,1.0,0.5,9701769547429159868,,,,,,
2023-06-10,7,703.0,70301.0,school02,1,12,5.0,11-14,1.0,0.5,7347682565133642173,,,,,,
2023-06-10,7,703.0,70301.0,school03,1,12,5.0,11-14,1.0,0.5,1159465533696655535,,,,,,
2023-06-11,7,703.0,70301.0,school04,1,12,5.0,11-14,1.0,0.5,8359599272820065061,,,,,,
2023-06-07,7,703.0,70301.0,school05,0,7,0.0,6-10,1.0,0.3818181818181818,5034657736443685260,,,,,,
2023-06-07,7,703.0,70301.0,school06,0,7,0.0,6-10,46.36363636363637,0.4318181818181818,8289151148816552029,,,,,,
2023-06-07,7,703.0,70301.0,school07,0,7,0.0,6-10,1.0,0.3818181818181818,15885513048270263149,,,,,,
2023-06-04,8,800.0,80005.0,school08,0,7,0.0,6-10,0.575,0.3977272727272727,8212343351132273802,,,,,,
2023-06-10,7,703.0,70301.0,school09,0,8,1.0,6-10,1.0,0.4068181818181818,13779646596171991294,,,,,,
2023-06-07,7,703.0,70301.0,school01,0,8,1.0,6-10,1.0,0.5045454545454546,15142371371657944501,,,,,,
2023-06-07,7,703.0,70301.0,school02,0,8,1.0,6-10,1.0,0.4681818181818182,18218165757660745105,,,,,,
2023-06-04,8,800.0,80005.0,school03,0,8,1.0,6-10,0.675,0.5045454545454545,13659654318201176128,,,,,,
2023-06-04,8,800.0,80005.0,school04,0,8,1.0,6-10,0.8,0.3772727272727273,12964258728531711111,,,,,,
